nicho,cidade,nome,endereco,telefone,website,tipo,nota,reviews,Descricao,Latitude,Longitude
Climatização industrial e ventilação técnica,Itajubá,Tecno Ar - Ar Condicionado Automotivo,"Av. Eduardo José Storino, 91",(35) 3622-6969,,Serviço de conserto de aparelhos de ar-condicionado,4.7,114.0,"""Super recomendo auto nível de conhecimento""",-22.433857,-45.461014
Climatização industrial e ventilação técnica,Itajubá,Refrigeração LBL - Conserto e Instalação,"R. Prof. Estácio Taváres de Melo, 193",(35) 98451-5181,,Serviço de conserto de refrigeradores,4.5,18.0,"""Super recomendo!""",-22.426779,-45.44546
Climatização industrial e ventilação técnica,Itajubá,Grupo JIM Industrial,"R. Dr. Vicente Viléla Viana, 381",(35) 3621-3162,,Construtora,4.6,20.0,,-22.418173,-45.445614
Climatização industrial e ventilação técnica,Itajubá,Eletromaciel,"Pte. Rui Braga, 198",(35) 3622-4735,,Assistência técnica de eletrodomésticos,4.3,36.0,"""Atendimento ótimo""",-22.42692,-45.456318
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Zetalab LTDA,Itajubá - MG,(35) 99974-5904,,Consultor em acústica,5.0,25.0,"""Super recomendo!""",-22.426107,-45.448444
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Equilibre Ambiental,Itajubá - MG,(35) 3622-2837,,Consultor ambiental,4.9,18.0,"""Super recomendo e confio na equipe da empresa Equilibre Ambiental!""",-22.422697,-45.453815
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Garcia Monaco Consultoria Ambiental,Itajubá - MG,(35) 3623-2396,,Consultoria,4.5,8.0,,-22.421421,-45.460667
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Santi Engenharia e Meio Ambiente,Itajubá - MG,(35) 99989-1550,,Escritório da empresa,,,,-22.420956,-45.44589
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Solucionne Termo Acustico do Brasil Ltda,Belo Horizonte - MG,(31) 3442-1713,,Consultor em acústica,4.7,70.0,"""Fiquei tão satisfeito que resolvi trocar as janelas do apartamento todo.""",-19.898674,-43.94329
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,ATLAS Consultoria Ambiental,Itajubá - MG,(35) 3623-3738,,Consultor ambiental,,,,-22.42483,-45.453354
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Atlas Consultoria Ambiental,Itajubá - MG,(35) 99887-1884,,Consultor ambiental,3.0,1.0,,-22.424501,-45.45092
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Solarprime Soluções em Energia | Unidade Itajubá,Itajubá - MG,(35) 99139-2758,,Fornecedor de equipamentos a energia solar,5.0,42.0,"""Muito bom, recomendo.""",-22.441967,-45.433247
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Santa Helena Ambiental,Itajubá - MG,(35) 99199-8089,,Consultor ambiental,3.6,12.0,,-22.469168,-45.481083
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,PS Soluções,Itajubá - MG,(35) 3621-1525,,Fornecedor de equipamentos industriais,4.7,12.0,"""para frente e para o alto!""",-22.437023,-45.438633
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Thermominas prestação de serviços de Isolamento Térmico e Acústico,Ribeirão das Neves - MG,(31) 3281-2057,,Consultor em acústica,4.5,6.0,,-19.804317,-44.007935
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,PAIM PRIME ACÚSTICA - Laudos e Projetos,Guarulhos - SP,(11) 99952-5433,,Consultor em acústica,5.0,29.0,"""Empresa muito profissional, recomendo demais!""",-23.456036,-46.557682
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Sisvôo – Sistemas Eletrônicos Ltda.,Itajubá - MG,(35) 3621-2823,,Fabricante de eletrônicos,4.9,14.0,"""Superaram minhas expectativas.""",-22.425716,-45.476257
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,AUDIUM,Salvador - BA,(71) 98118-9365,,Escritório da empresa,4.6,34.0,"""Excelência e qualidade!""",-13.008024,-38.46173
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Pablo Serrano - Soluções Acústicas,Florianópolis - SC,,,Consultoria em engenharia,5.0,36.0,"""Nos atendeu muito rápido e de imediato apresentou oque deveria ser feito.""",-27.591522,-48.548523
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Rennosonic Tecnologia,Itajubá - MG,(35) 3622-0327,,Escritório da empresa,4.9,8.0,,-22.42691,-45.448032
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Sustentatec Consultoria e Projetos Ambientais,Juatuba - MG,(31) 3535-5057,,Consultor ambiental,4.8,4.0,"""Ótimos profissionais""",-19.964386,-44.350006
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Menos Barulho Isolamento Acústico e Térmico,Belo Horizonte - MG,(31) 3081-9894,,Empreiteira de serviços de isolamento,4.8,130.0,"""Jhenifer é atenciosa e sempre oferencendo custo e beneficio.""",-19.99644,-44.009254
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,Sense Acústica e Arquitetura,Ipatinga - MG,(31) 99928-0576,,Consultoria,5.0,2.0,"""Bons profissionais, atenciosos e a qualidade do serviço é muito boa.""",-19.489136,-42.525936
Consultoria para implantação de painéis acústicos e térmicos sustentáveis,Itajubá,AER,Itajubá - MG,(35) 99204-0064,,Equipamentos e soluções de energia,5.0,3.0,,-22.43108,-45.45909
Regularização fundiária urbana e condomínios irregulares,Itajubá,NEIRU - Núcleo Estratégico Interdisciplinar em Resiliência Urbana,Itajubá - MG,(35) 3629-1017,,Secretaria de planejamento urbano,5.0,1.0,,-22.412363,-45.44962
Projetos de acessibilidade e laudos ,Itajubá,CAIDI-Centro de Apoio e Integração do Deficiente de Itajubá,"R. José Corrêa Cardoso, 240",(35) 98445-8067,,Organização de serviço social,4.8,22.0,"""Local de excelência em inclusão social""",-22.430763,-45.433704
Projetos de acessibilidade e laudos ,Itajubá,APAE de Itajubá,"R. Florival Xavier, N° 44",(35) 3622-0917,,Instituição educacional,4.5,33.0,"""PARABÉNS ESCOLA 🏫""",-22.426779,-45.457474
Avaliação patrimonial e laudo técnico para financiamento imobiliário,Itajubá,Alpes Contabilidade e Imobiliária,"R. Dr. Pereira Cabral, 125",(35) 3623-1954,,Imobiliária,5.0,5.0,"""Atendimento ótimo e resolutivo.""",-22.424908,-45.452354
Avaliação patrimonial e laudo técnico para financiamento imobiliário,Itajubá,Leonardo Rodrigues - Corretor e Avaliador de Imóveis,"R. Maj. Belo Lisboa, 29 - Sala 02",(35) 99767-3520,,Agente imobiliário,,,,-22.425257,-45.45442
Avaliação patrimonial e laudo técnico para financiamento imobiliário,Itajubá,Imobiliária Rodrigo Simões,"Av. Cel. Carneiro Júnior, 58 - Sala 04",(35) 98833-1242,,Imobiliária,5.0,15.0,"""Recomendo a todos""",-22.424559,-45.454853
Avaliação patrimonial e laudo técnico para financiamento imobiliário,Itajubá,Nacional Imóveis Itajubá,"Praça Adolfo Olinto, 70 - Centro",(35) 99901-6357,,Imobiliária,5.0,3.0,"""Ótimo atendimento e várias opções de imóveis ❤️""",-22.423357,-45.453117
Avaliação patrimonial e laudo técnico para financiamento imobiliário,Itajubá,Laudo BH - Avaliador de imóveis em BH | Avaliar imóvel | Perito Judicial | Laudo Técnico em BH,Belo Horizonte - MG,(31) 3140-6060,,Avaliadora de imóveis,5.0,6.0,"""Recomendado!""",-19.93576,-43.93198
Avaliação patrimonial e laudo técnico para financiamento imobiliário,Itajubá,Ação Imóveis,"R. Alcídes Faria, 96",(35) 3621-8228,,Imobiliária,4.3,60.0,"""Recomendo a todos que procuram por serviços imobiliários de qualidade!""",-22.42451,-45.450882
Avaliação patrimonial e laudo técnico para financiamento imobiliário,Itajubá,Edivan Contábil,"R. Jarbas Guimarães, 39",(35) 3623-1364,,Assessoria contábil,5.0,7.0,,-22.429438,-45.463566
Avaliação patrimonial e laudo técnico para financiamento imobiliário,Itajubá,Cândido Imóveis,"R. Cel. Renno, 227",(35) 3622-0850,,Imobiliária,3.8,60.0,"""Tive problemas difíceis de resolver, e outros que foram fáceis.""",-22.423454,-45.452606
Avaliação patrimonial e laudo técnico para financiamento imobiliário,Itajubá,Cartório de Registro de Imóveis de Itajubá,"Condomínio Edifício Pedra Amarela - Praça Teodomiro Santiago, 104",(35) 3621-3857,,Cartório de Registro de Imóveis,3.3,32.0,"""Recomendo super!""",-22.424047,-45.452038
Georreferenciamento e desmembramento de terrenos rurais,Itajubá,Rural Engenharia,Brasília de Minas - MG,(38) 99859-9876,,Engenharia ambiental,,,,-16.209364,-44.434036
Regularização de galpões e áreas industriais perante prefeitura,Itajubá,Prefeitura Municipal de Itajubá,Itajubá - MG,(35) 99892-8863,,Prefeitura,4.2,195.0,"""Fazendo filmagem do balé no teatro municipal de Itajubá""",-22.412167,-45.436142
Consultoria em licenciamento sanitário e ambiental para clínicas e fábricas,Itajubá,Equilibre Ambiental,Itajubá - MG,(35) 3622-2837,,Consultor ambiental,4.9,18.0,"""... recomendo e confio na equipe da empresa Equilibre Ambiental!""",-22.422697,-45.453815
Consultoria em licenciamento sanitário e ambiental para clínicas e fábricas,Itajubá,Garcia Monaco Consultoria Ambiental,Itajubá - MG,(35) 3623-2396,,Consultoria,4.5,8.0,,-22.421421,-45.460667
Consultoria em licenciamento sanitário e ambiental para clínicas e fábricas,Itajubá,Gomes & Silva Consultoria Ambiental,Itajubá - MG,(35) 99150-9333,,Engenharia ambiental,5.0,7.0,"""Equipe super atenciosa, estou satisfeita com o atendimento.""",-22.445606,-45.436924
Consultoria em licenciamento sanitário e ambiental para clínicas e fábricas,Itajubá,CONTÍNUA,Itajubá - MG,(35) 3622-6521,,Clínica especializada,3.7,3.0,"""Atendimento maravilhoso!""",-22.421417,-45.45502
Consultoria em licenciamento sanitário e ambiental para clínicas e fábricas,Itajubá,FSI Serviços Itajubá-MG | Limpeza e conservação de ambientes | Limpeza Pós-Obra | Vigia | Portaria,Itajubá - MG,(35) 2143-1384,,Limpeza,4.5,31.0,,-22.443478,-45.435562
Inspeção predial e manutenção obrigatória,Itajubá,Automative - Manutenção Predial e Residencial,,(12) 97407-5864,,Manutenção predial,5.0,3.0,"""Empresa excelente, muito atenciosa e prestativa""",,
Projetos e regularização de usinas fotovoltaicas coletivas,Itajubá,Juntos Energia,Itajubá - MG,0800 718 7203,,Empresa de energia solar,2.6,71.0,"""Entrega o que promete""",-22.428127,-45.45619
Projetos e regularização de usinas fotovoltaicas coletivas,Itajubá,Solarprime Soluções em Energia | Unidade Itajubá,Itajubá - MG,(35) 99139-2758,,Fornecedor de equipamentos a energia solar,5.0,42.0,"""Cliente satisfeito com a compra e colocação do sistema fotovoltaico.""",-22.441967,-45.433247
Projetos e regularização de usinas fotovoltaicas coletivas,Itajubá,3T SOLAR - Soluções em Energia | Energia Solar | Painéis Fotovoltáicos,Itajubá - MG,(35) 3622-0802,,Engenheiro,4.7,35.0,"""Empresa de excelência em soluções de energia""",-22.424833,-45.46815
Projetos e regularização de usinas fotovoltaicas coletivas,Itajubá,Energia Service,Itajubá - MG,(35) 3617-0296,,Fornecedor de equipamentos a energia solar,4.8,17.0,"""Empresa de ótima qualidade!!""",-22.438341,-45.4369
Projetos e regularização de usinas fotovoltaicas coletivas,Itajubá,Archote Jr. - Projetos Elétricos,Itajubá - MG,(35) 99741-0136,,Consultoria em engenharia,5.0,14.0,"""Foram super atenciosos e entregaram tudo no prazo correto e estabelecido.""",-22.412374,-45.4496
Projetos e regularização de usinas fotovoltaicas coletivas,Itajubá,Alta Tensão Energia Solar,Itajubá - MG,(35) 2143-1277,,Fornecedor de equipamentos a energia solar,4.9,44.0,"""Ainda vou instalar sistema de alarme com eles pra fechar o pacote.""",-22.439768,-45.435738
Assessoria técnica em inventário e partilha de imóveis rurais,Itajubá,Alpes Contabilidade e Imobiliária,"R. Dr. Pereira Cabral, 125",(35) 3623-1954,,Imobiliária,5.0,5.0,"""Atendimento ótimo e resolutivo.""",-22.424908,-45.452354
Assessoria técnica em inventário e partilha de imóveis rurais,Itajubá,Cartório de Registro de Imóveis de Itajubá,"Condomínio Edifício Pedra Amarela - Praça Teodomiro Santiago, 104",(35) 3621-3857,,Cartório de Registro de Imóveis,3.3,32.0,"""Recomendo super!""",-22.424047,-45.452038
Assessoria técnica em inventário e partilha de imóveis rurais,Itajubá,UAI IMOVEIS ITAJUBÁ,"Av. Cesário Alvim, 451",(35) 3617-6001,,Imobiliária,5.0,75.0,"""Fui muito bem assessorado na compra de meu imóvel.""",-22.423023,-45.451485
Assessoria técnica em inventário e partilha de imóveis rurais,Itajubá,Leonardo Rodrigues - Corretor e Avaliador de Imóveis,"R. Maj. Belo Lisboa, 29 - Sala 02",(35) 99767-3520,,Agente imobiliário,,,,-22.425257,-45.45442
Assessoria técnica em inventário e partilha de imóveis rurais,Itajubá,Imobiliária Rodrigo Simões,"Av. Cel. Carneiro Júnior, 58 - Sala 04",(35) 98833-1242,,Imobiliária,5.0,15.0,"""Excelente profissional do mercado imobiliário.""",-22.424559,-45.454853
Assessoria técnica em inventário e partilha de imóveis rurais,Itajubá,Ricardo Rosa Corretor de imóveis,"R. Maj. Belo Lisboa, 66 - sala 07",(35) 99220-6305,,Imobiliária,5.0,3.0,,-22.425161,-45.45476
Assessoria técnica em inventário e partilha de imóveis rurais,Itajubá,Imobiliária Nossa Senhora de Fátima,"R. Maj. Belo Lisboa, 235",(35) 3622-4668,,Imobiliária,2.3,3.0,,-22.425333,-45.456367
Certificação de acessibilidade e laudos para edificações públicas,Itajubá,Unidade de Atendimento Integrado (UAI) Itajubá - MG,Itajubá - MG,(35) 99802-1340,,Repartição pública,3.8,175.0,"""Atendentes super educados Ótimo atendimento Lugar bem estruturado""",-22.427402,-45.456757
Certificação de acessibilidade e laudos para edificações públicas,Itajubá,Detranit,Itajubá - MG,(35) 99902-8633,,Escritório da empresa,3.7,7.0,"""Tem outro número que eu possa ligar?""",-22.423029,-45.45361
Certificação de acessibilidade e laudos para edificações públicas,Itajubá,Prefeitura Municipal de Itajubá,Itajubá - MG,(35) 99892-8863,,Prefeitura,4.2,195.0,"""As árvores estão crescendo... E tem que plantar mais !""",-22.412167,-45.436142
Engenharia e adequação de rede elétrica rural,Itajubá,AER,Itajubá - MG,(35) 99204-0064,,Equipamentos e soluções de energia,5.0,3.0,,-22.43108,-45.45909
Engenharia e adequação de rede elétrica rural,Itajubá,Archote Jr. - Projetos Elétricos,Itajubá - MG,(35) 99741-0136,,Consultoria em engenharia,5.0,14.0,"""Os serviços que eles fazem para instalações elétricas é exepcional.""",-22.412374,-45.4496
Engenharia e adequação de rede elétrica rural,Itajubá,DAC Engenharia Ltda,Itajubá - MG,(35) 2143-9087,,Empresa de engenharia civil,5.0,11.0,"""... agilidade e atendimento e serviço completo em engenharia""",-22.426107,-45.448444
Engenharia e adequação de rede elétrica rural,Itajubá,RAC Engenharia e representações ltda,Itajubá - MG,,,Construtora,,,,-22.43281,-45.45428
Engenharia e adequação de rede elétrica rural,Itajubá,Remo Engenharia Itajubá,Itajubá - MG,(35) 99848-8452,,Escritório da empresa,3.0,20.0,,-22.438627,-45.437416
Engenharia e adequação de rede elétrica rural,Itajubá,ME Elétrica - Materiais Elétricos,Itajubá - MG,(35) 3622-6799,,Loja de materiais elétricos,4.2,10.0,"""Ótimo atendimento, qualidade dos materiais, entrega em tempo hábil.""",-22.43384,-45.461037
Engenharia e adequação de rede elétrica rural,Itajubá,EMATER-MG - Empresa de Assistência Técnica e Extensão Rural - Escritório Local,Itajubá - MG,(35) 99174-0011,,Fundação de pesquisa,5.0,9.0,"""Pessoal muito atenciosos e competentes.""",-22.430672,-45.46294
Engenharia e adequação de rede elétrica rural,Itajubá,Escritório de Engenharia José Valdir de Carvalho,Itajubá - MG,(35) 3621-4536,,Engenheiro civil,3.6,10.0,"""Bom escritório""",-22.437147,-45.456703
Engenharia e adequação de rede elétrica rural,Itajubá,Artrel,Itajubá - MG,(35) 3622-7271,,Engenheiro,4.1,8.0,,-22.428967,-45.434704
Engenharia e adequação de rede elétrica rural,Itajubá,Projetek Engenharia,Itajubá - MG,(34) 99993-6620,,Engenheiro civil,5.0,1.0,,-22.423788,-45.46176
Engenharia e adequação de rede elétrica rural,Itajubá,Eletric Engenharia,Itajubá - MG,(35) 3622-0685,,Consultoria,,,,-22.41595,-45.455837
Engenharia e adequação de rede elétrica rural,Itajubá,Ricel - Filial,Itajubá - MG,(35) 3629-0389,,Companhia elétrica,2.3,4.0,,-22.43956,-45.438087
Engenharia e adequação de rede elétrica rural,Itajubá,AMTK Soluções em Energia Ltda,Itajubá - MG,(35) 3622-4622,,Companhia elétrica,5.0,23.0,"""Empresa muito responsável e de muita qualidade.""",-22.422844,-45.481647
Engenharia e adequação de rede elétrica rural,Itajubá,Lincon Eletricista,Itajubá - MG,(35) 98822-2280,,Eletricista,5.0,43.0,"""Ótimo atendimento, super capacitado e educado!""",-22.418083,-45.463688
Engenharia e adequação de rede elétrica rural,Itajubá,Energia Service,Itajubá - MG,(35) 3617-0296,,Fornecedor de equipamentos a energia solar,4.8,17.0,"""Empresa de ótima qualidade!!""",-22.438341,-45.4369
Engenharia e adequação de rede elétrica rural,Itajubá,Bueno Estrutural - Mega Estaca,Itajubá - MG,(35) 99731-4004,,Empresa de engenharia civil,5.0,5.0,"""Preço justo!""",-22.42173,-45.4606
Engenharia e adequação de rede elétrica rural,Itajubá,High Voltage Equipment - HVEX,Itajubá - MG,(35) 3622-2699,,Equipamentos e soluções de energia,4.9,29.0,"""Bem atenciosos, respiram inovação e tecnologia do setor elétrico""",-22.438398,-45.437447
Engenharia e adequação de rede elétrica rural,Itajubá,STDE Service,Itajubá - MG,(35) 3621-2186,,Consultoria,5.0,3.0,,-22.422613,-45.456676
Engenharia e adequação de rede elétrica rural,Itajubá,3T SOLAR - Soluções em Energia | Energia Solar | Painéis Fotovoltáicos,Itajubá - MG,(35) 3622-0802,,Engenheiro,4.7,35.0,"""Empresa excelente, ótimo atendimento, agilidade eficiência e preço.""",-22.424833,-45.46815
Engenharia e adequação de rede elétrica rural,Itajubá,ISEE - Instituto de Sistemas Elétricos e Energia,Itajubá - MG,,,Universidade,4.7,3.0,,-22.412193,-45.44992
Consultoria para usinas de biogás e resíduos agroindustriais,Itajubá,BIOMETANO ENERGIA,Itajubá - MG,(35) 98844-0908,,Equipamentos e soluções de energia,,,,-22.412292,-45.449787
Reforma estrutural e reforço de fundações em imóveis antigos,Itajubá,Bueno Estrutural - Mega Estaca,"R. Mal. Floriano, 237",(35) 99731-4004,,Empresa de engenharia civil,5.0,5.0,"""Preço justo!""",-22.42173,-45.4606
Consultoria em gerenciamento de resíduos sólidos,Itajubá,Equilibre Ambiental,Itajubá - MG,(35) 3622-2837,,Consultor ambiental,4.9,18.0,"""Super recomendo e confio na equipe da empresa Equilibre Ambiental!""",-22.422697,-45.453815
Consultoria em gerenciamento de resíduos sólidos,Itajubá,AGiT Soluções Ambientais,Itajubá - MG,(35) 3622-7171,,Serviço de gerenciamento de descartes,2.3,3.0,,-22.42214,-45.454594
Consultoria em gerenciamento de resíduos sólidos,Itajubá,GEIA Jr,Itajubá - MG,(35) 98802-9958,,Consultor ambiental,5.0,5.0,,-22.413738,-45.44962
Consultoria em gerenciamento de resíduos sólidos,Itajubá,META ENVIRON - Consultoria Ambiental e Engenharia,Itajubá - MG,(35) 99892-1421,,Engenharia ambiental,5.0,1.0,,-22.434446,-45.458717
Consultoria em gerenciamento de resíduos sólidos,Itajubá,Gomes & Silva Consultoria Ambiental,Itajubá - MG,(35) 99150-9333,,Engenharia ambiental,5.0,7.0,"""Equipe super atenciosa, estou satisfeita com o atendimento.""",-22.445606,-45.436924
Consultoria em gerenciamento de resíduos sólidos,Itajubá,Garcia Monaco Consultoria Ambiental,Itajubá - MG,(35) 3623-2396,,Consultoria,4.5,8.0,,-22.421421,-45.460667
Consultoria em gerenciamento de resíduos sólidos,Itajubá,ATLAS Consultoria Ambiental,Itajubá - MG,(35) 3623-3738,,Consultor ambiental,,,,-22.42483,-45.453354
Consultoria em gerenciamento de resíduos sólidos,Itajubá,Atlas Consultoria Ambiental,Itajubá - MG,(35) 99887-1884,,Consultor ambiental,3.0,1.0,,-22.424501,-45.45092
Projetos e licenciamento de pequenas centrais hidrelétricas,Itajubá,PCH Luiz Dias,Itajubá - MG,,,Usina Hidrelétrica,5.0,2.0,,-22.369432,-45.351112
Projetos e licenciamento de pequenas centrais hidrelétricas,Itajubá,CGH Itajubá,Itajubá - MG,,,Usina Hidrelétrica,3.5,2.0,,-22.355606,-45.377476
Projetos e licenciamento de pequenas centrais hidrelétricas,Itajubá,iX Estudos e Projetos,Itajubá - MG,(35) 3622-3114,,Consultoria em engenharia,5.0,5.0,"""super interessante.""",-22.424894,-45.457306
Projetos e licenciamento de pequenas centrais hidrelétricas,Itajubá,Usina Luiz Dias,Itajubá - MG,,,Usina Hidrelétrica,4.5,2.0,"""Prestando serviços""",-22.369545,-45.350613
Projetos e licenciamento de pequenas centrais hidrelétricas,Itajubá,"Universidade Federal de Itajubá, Campus Prof. José Rodrigues Seabra",Itajubá - MG,(35) 3629-1101,,Universidade,4.8,511.0,"""O estacionamento é amplo e arborizado.""",-22.412832,-45.449753
Projetos e licenciamento de pequenas centrais hidrelétricas,Itajubá,Usina Hidrelétrica de Furnas,São José da Barra - MG,(35) 3523-4341,,Usina Hidrelétrica,4.6,194.0,"""Possui oito unidades geradoras com um total instalado de 1.216 megawatts.""",-20.676575,-46.337242
